ensembl_gene_id	mdomestica_homolog_ensembl_gene	neugenii_homolog_ensembl_gene	koala_transcript_id
ENSSHAG00000015140	ENSMODG00000017557	ENSMEUG00000016057	Locus_88_Transcript_9627/16303_Confidence_0.000_Length_4972
ENSSHAG00000015142	ENSMODG00000017076	ENSMEUG00000009284	Locus_63578_Transcript_10/15_Confidence_0.857_Length_6199
ENSSHAG00000015145	ENSMODG00000003737	ENSMEUG00000003211	Locus_21168_Transcript_2/9_Confidence_0.375_Length_3869
ENSSHAG00000015147	ENSMODG00000004274	ENSMEUG00000004477	Locus_6088_Transcript_19/24_Confidence_0.300_Length_2399
ENSSHAG00000015149	ENSMODG00000021481	ENSMEUG00000011658	Locus_13905_Transcript_1/3_Confidence_0.667_Length_3170
ENSSHAG00000015150	NA	ENSMEUG00000002722	Locus_30738_Transcript_8/14_Confidence_0.250_Length_1201
ENSSHAG00000015151	ENSMODG00000002101	ENSMEUG00000014804	NA
ENSSHAG00000015152	ENSMODG00000021021	ENSMEUG00000002174	Locus_42212_Transcript_4/16_Confidence_0.500_Length_2566
ENSSHAG00000015153	ENSMODG00000000208	ENSMEUG00000003644	Locus_1936_Transcript_10/35_Confidence_0.535_Length_11806
ENSSHAG00000015155	ENSMODG00000003791	ENSMEUG00000013238	Locus_64328_Transcript_4/17_Confidence_0.556_Length_1381
ENSSHAG00000015157	ENSMODG00000005422	ENSMEUG00000014772	Locus_4092_Transcript_17/65_Confidence_0.065_Length_1845
ENSSHAG00000015158	ENSMODG00000012093	ENSMEUG00000016076	Locus_87952_Transcript_20/22_Confidence_0.161_Length_2600
ENSSHAG00000015159	ENSMODG00000013546	ENSMEUG00000011123	Locus_18591_Transcript_58/62_Confidence_0.171_Length_5388
ENSSHAG00000015160	ENSMODG00000006420	ENSMEUG00000013470	Locus_7493_Transcript_3/15_Confidence_0.759_Length_7883
ENSSHAG00000015162	ENSMODG00000013238	ENSMEUG00000010177	Locus_532_Transcript_11/19_Confidence_0.455_Length_2454
ENSSHAG00000015163	NA	ENSMEUG00000006271	Locus_16399_Transcript_4/4_Confidence_0.083_Length_2166
ENSSHAG00000015164	ENSMODG00000001191	ENSMEUG00000009082	Locus_26933_Transcript_1/7_Confidence_0.435_Length_1358
ENSSHAG00000015165	ENSMODG00000008388	ENSMEUG00000015476	Locus_263_Transcript_8/12_Confidence_0.571_Length_1367
ENSSHAG00000015166	ENSMODG00000027446	NA	Locus_18089_Transcript_3/7_Confidence_0.250_Length_5738
ENSSHAG00000015168	ENSMODG00000018375	ENSMEUG00000008625	Locus_61582_Transcript_7/9_Confidence_0.750_Length_7307
ENSSHAG00000015169	ENSMODG00000003282	ENSMEUG00000010740	Locus_1226_Transcript_58/77_Confidence_0.385_Length_12252
ENSSHAG00000015171	ENSMODG00000019313	ENSMEUG00000007609	Locus_5794_Transcript_29/39_Confidence_0.529_Length_3961
ENSSHAG00000015172	ENSMODG00000013753	ENSMEUG00000012463	Locus_8640_Transcript_10/35_Confidence_0.093_Length_3949
ENSSHAG00000015173	ENSMODG00000003050	ENSMEUG00000012963	Locus_88_Transcript_7280/16303_Confidence_0.000_Length_2266
ENSSHAG00000015174	ENSMODG00000005750	ENSMEUG00000016433	Locus_9378_Transcript_10/17_Confidence_0.556_Length_9333
ENSSHAG00000015175	ENSMODG00000003800	ENSMEUG00000013250	Locus_18916_Transcript_3/11_Confidence_0.467_Length_2176
ENSSHAG00000015176	ENSMODG00000011510	NA	Locus_19756_Transcript_7/11_Confidence_0.273_Length_904
ENSSHAG00000015177	ENSMODG00000016766	ENSMEUG00000005319	Locus_11095_Transcript_2/5_Confidence_0.400_Length_3768
ENSSHAG00000015178	ENSMODG00000008586	ENSMEUG00000013456	Locus_6807_Transcript_18/24_Confidence_0.333_Length_2732
ENSSHAG00000015179	ENSMODG00000013024	ENSMEUG00000004118	Locus_27844_Transcript_4/27_Confidence_0.349_Length_10326
ENSSHAG00000015181	ENSMODG00000016897	ENSMEUG00000011462	Locus_7138_Transcript_2/3_Confidence_0.333_Length_1812
ENSSHAG00000015182	ENSMODG00000018433	ENSMEUG00000004993	Locus_5771_Transcript_19/57_Confidence_0.460_Length_6931
ENSSHAG00000015183	ENSMODG00000011508	ENSMEUG00000004595	Locus_14110_Transcript_21/24_Confidence_0.222_Length_2317
ENSSHAG00000015184	ENSMODG00000009265	ENSMEUG00000015378	Locus_15533_Transcript_1/14_Confidence_0.333_Length_683
ENSSHAG00000015186	ENSMODG00000001143	NA	Locus_18392_Transcript_4/7_Confidence_0.308_Length_2218
ENSSHAG00000015187	ENSMODG00000016849	ENSMEUG00000006408	NA
ENSSHAG00000015188	ENSMODG00000000058	ENSMEUG00000015421	NA
ENSSHAG00000015189	ENSMODG00000010542	ENSMEUG00000010120	Locus_15295_Transcript_10/10_Confidence_0.077_Length_4064
ENSSHAG00000015190	ENSMODG00000018020	ENSMEUG00000013534	Locus_21338_Transcript_1/12_Confidence_0.385_Length_1950
ENSSHAG00000015191	ENSMODG00000016095	ENSMEUG00000004490	Locus_10278_Transcript_3/12_Confidence_0.312_Length_886
ENSSHAG00000015192	ENSMODG00000007420	ENSMEUG00000014042	Locus_8870_Transcript_6/8_Confidence_0.143_Length_2094
ENSSHAG00000015193	ENSMODG00000025755	NA	Locus_56555_Transcript_1/1_Confidence_0.000_Length_710
ENSSHAG00000015194	ENSMODG00000015309	ENSMEUG00000014768	Locus_3227_Transcript_10/25_Confidence_0.182_Length_1405
ENSSHAG00000015196	ENSMODG00000009567	ENSMEUG00000007652	Locus_3414_Transcript_76/87_Confidence_0.125_Length_3128
ENSSHAG00000015197	NA	ENSMEUG00000000801	Locus_4637_Transcript_42/52_Confidence_0.385_Length_5985
ENSSHAG00000015198	ENSMODG00000004807	ENSMEUG00000002029	Locus_14433_Transcript_5/35_Confidence_0.289_Length_6541
ENSSHAG00000015199	ENSMODG00000000824	ENSMEUG00000006126	Locus_2955_Transcript_29/40_Confidence_0.236_Length_5808
ENSSHAG00000015200	ENSMODG00000000305	NA	Locus_665_Transcript_10/55_Confidence_0.206_Length_8966
ENSSHAG00000015202	ENSMODG00000028453	ENSMEUG00000010781	NA
ENSSHAG00000015203	ENSMODG00000027447	NA	Locus_2059_Transcript_82/131_Confidence_0.201_Length_2513
ENSSHAG00000015204	ENSMODG00000001795	ENSMEUG00000004899	Locus_6147_Transcript_9/15_Confidence_0.378_Length_5735
ENSSHAG00000015206	ENSMODG00000006325	ENSMEUG00000010912	Locus_2283_Transcript_16/24_Confidence_0.418_Length_6650
ENSSHAG00000015207	ENSMODG00000018879	ENSMEUG00000008375	Locus_16796_Transcript_6/20_Confidence_0.435_Length_5108
ENSSHAG00000015208	ENSMODG00000018099	NA	Locus_33759_Transcript_1/7_Confidence_0.250_Length_1880
ENSSHAG00000015209	ENSMODG00000001199	NA	Locus_2752_Transcript_2/12_Confidence_0.087_Length_11351
ENSSHAG00000015211	ENSMODG00000012887	NA	Locus_6321_Transcript_29/44_Confidence_0.264_Length_4513
ENSSHAG00000015212	ENSMODG00000013305	ENSMEUG00000011164	Locus_1410_Transcript_12/36_Confidence_0.500_Length_7413
ENSSHAG00000015213	ENSMODG00000016077	ENSMEUG00000004508	Locus_7449_Transcript_19/41_Confidence_0.259_Length_939
ENSSHAG00000015214	ENSMODG00000008417	ENSMEUG00000011304	Locus_6429_Transcript_6/15_Confidence_0.774_Length_6438
ENSSHAG00000015215	ENSMODG00000000755	ENSMEUG00000014994	Locus_1010_Transcript_10/18_Confidence_0.478_Length_5651
ENSSHAG00000015216	ENSMODG00000022775	ENSMEUG00000004475	Locus_4599_Transcript_62/72_Confidence_0.055_Length_1256
ENSSHAG00000015217	ENSMODG00000010392	ENSMEUG00000016098	Locus_118676_Transcript_1/1_Confidence_0.333_Length_2759
ENSSHAG00000015218	ENSMODG00000004124	ENSMEUG00000004108	Locus_13983_Transcript_1/4_Confidence_0.400_Length_2120
ENSSHAG00000015219	ENSMODG00000015369	ENSMEUG00000007904	Locus_22472_Transcript_10/25_Confidence_0.074_Length_2675
ENSSHAG00000015220	ENSMODG00000019420	NA	Locus_11201_Transcript_22/30_Confidence_0.167_Length_3346
ENSSHAG00000015221	ENSMODG00000009568	ENSMEUG00000013208	Locus_139_Transcript_8/29_Confidence_0.277_Length_1257
ENSSHAG00000015222	ENSMODG00000019806	ENSMEUG00000015114	Locus_7416_Transcript_5/12_Confidence_0.667_Length_6666
ENSSHAG00000015223	ENSMODG00000002707	ENSMEUG00000015953	Locus_56717_Transcript_5/20_Confidence_0.140_Length_1664
ENSSHAG00000015224	ENSMODG00000021239	ENSMEUG00000007259	Locus_17891_Transcript_1/5_Confidence_0.333_Length_3637
ENSSHAG00000015225	ENSMODG00000017098	ENSMEUG00000012861	Locus_37095_Transcript_3/6_Confidence_0.600_Length_3136
ENSSHAG00000015226	ENSMODG00000010389	ENSMEUG00000012422	NA
ENSSHAG00000015227	ENSMODG00000020101	ENSMEUG00000006278	Locus_2840_Transcript_10/26_Confidence_0.417_Length_3215
ENSSHAG00000015228	ENSMODG00000016699	ENSMEUG00000002751	Locus_30930_Transcript_9/11_Confidence_0.545_Length_1764
ENSSHAG00000015230	ENSMODG00000019888	ENSMEUG00000002178	Locus_38_Transcript_1/2_Confidence_0.333_Length_2843
ENSSHAG00000015232	ENSMODG00000011604	ENSMEUG00000008980	Locus_18699_Transcript_9/27_Confidence_0.119_Length_1619
ENSSHAG00000015233	ENSMODG00000020394	ENSMEUG00000003290	NA
ENSSHAG00000015235	ENSMODG00000020573	ENSMEUG00000003111	NA
ENSSHAG00000015236	ENSMODG00000013754	ENSMEUG00000012509	Locus_36_Transcript_18/24_Confidence_0.360_Length_2918
ENSSHAG00000015237	NA	ENSMEUG00000002194	Locus_564_Transcript_53/110_Confidence_0.037_Length_6818
ENSSHAG00000015239	ENSMODG00000004395	ENSMEUG00000009813	Locus_6094_Transcript_13/33_Confidence_0.267_Length_8118
ENSSHAG00000015240	ENSMODG00000016719	ENSMEUG00000003564	Locus_2314_Transcript_11/16_Confidence_0.286_Length_5589
ENSSHAG00000015241	ENSMODG00000008498	NA	Locus_5334_Transcript_18/25_Confidence_0.113_Length_3620
ENSSHAG00000015242	ENSMODG00000003818	ENSMEUG00000012736	Locus_955_Transcript_3/37_Confidence_0.167_Length_2366
ENSSHAG00000015243	ENSMODG00000023664	NA	Locus_33435_Transcript_1/1_Confidence_0.000_Length_1927
ENSSHAG00000015244	ENSMODG00000011585	NA	Locus_6154_Transcript_5/40_Confidence_0.293_Length_1891
ENSSHAG00000015245	ENSMODG00000027773	NA	Locus_29357_Transcript_1/3_Confidence_0.600_Length_1898
ENSSHAG00000015247	ENSMODG00000008149	ENSMEUG00000005173	Locus_3392_Transcript_16/25_Confidence_0.333_Length_3272
ENSSHAG00000015248	ENSMODG00000020768	ENSMEUG00000002706	Locus_106_Transcript_60/155_Confidence_0.007_Length_6018
ENSSHAG00000015249	ENSMODG00000004604	ENSMEUG00000014703	Locus_26457_Transcript_2/7_Confidence_0.519_Length_3333
ENSSHAG00000015250	ENSMODG00000013110	NA	Locus_18818_Transcript_4/9_Confidence_0.286_Length_3673
ENSSHAG00000015251	ENSMODG00000018101	ENSMEUG00000010745	Locus_602_Transcript_12/32_Confidence_0.267_Length_1913
ENSSHAG00000015252	ENSMODG00000029395	ENSMEUG00000009470	NA
ENSSHAG00000015253	ENSMODG00000019178	ENSMEUG00000015847	NA
ENSSHAG00000015254	ENSMODG00000003093	ENSMEUG00000010008	Locus_6879_Transcript_3/51_Confidence_0.104_Length_1833
ENSSHAG00000015255	ENSMODG00000010736	ENSMEUG00000002481	Locus_88_Transcript_12769/16303_Confidence_0.000_Length_2675
ENSSHAG00000015256	ENSMODG00000023990	ENSMEUG00000002606	Locus_16123_Transcript_1/2_Confidence_0.333_Length_1576
ENSSHAG00000015257	ENSMODG00000016093	NA	Locus_1161_Transcript_8/56_Confidence_0.093_Length_2287
ENSSHAG00000015258	ENSMODG00000009315	NA	Locus_10699_Transcript_10/18_Confidence_0.290_Length_5849
ENSSHAG00000015259	ENSMODG00000022887	ENSMEUG00000013619	NA
ENSSHAG00000015260	ENSMODG00000015826	ENSMEUG00000000682	Locus_838_Transcript_18/31_Confidence_0.097_Length_2652
ENSSHAG00000015261	ENSMODG00000001150	ENSMEUG00000013954	Locus_4967_Transcript_10/32_Confidence_0.286_Length_4528
ENSSHAG00000015262	ENSMODG00000015357	NA	Locus_10324_Transcript_36/55_Confidence_0.019_Length_1344
ENSSHAG00000015263	ENSMODG00000012824	ENSMEUG00000004961	Locus_1616_Transcript_18/35_Confidence_0.062_Length_2841
ENSSHAG00000015265	ENSMODG00000018134	ENSMEUG00000015818	Locus_9051_Transcript_1/2_Confidence_1.000_Length_1137
ENSSHAG00000015266	ENSMODG00000016091	ENSMEUG00000004011	Locus_4540_Transcript_5/16_Confidence_0.571_Length_2975
ENSSHAG00000015267	ENSMODG00000006410	ENSMEUG00000011719	Locus_9645_Transcript_1/16_Confidence_0.238_Length_1563
ENSSHAG00000015268	ENSMODG00000020759	ENSMEUG00000004632	Locus_1982_Transcript_13/16_Confidence_0.562_Length_6190
ENSSHAG00000015269	ENSMODG00000005782	ENSMEUG00000011736	Locus_4971_Transcript_1/4_Confidence_0.400_Length_1857
ENSSHAG00000015270	ENSMODG00000005036	ENSMEUG00000003108	Locus_34709_Transcript_2/6_Confidence_0.727_Length_2254
ENSSHAG00000015271	ENSMODG00000019061	NA	Locus_136372_Transcript_3/4_Confidence_0.667_Length_1549
ENSSHAG00000015272	ENSMODG00000015586	ENSMEUG00000004882	Locus_5606_Transcript_17/33_Confidence_0.410_Length_4249
ENSSHAG00000015273	ENSMODG00000008772	ENSMEUG00000006864	Locus_3747_Transcript_2/9_Confidence_0.850_Length_7846
ENSSHAG00000015274	ENSMODG00000015016	ENSMEUG00000013536	Locus_15093_Transcript_20/25_Confidence_0.692_Length_5577
ENSSHAG00000015275	ENSMODG00000001109	ENSMEUG00000014289	Locus_5897_Transcript_8/9_Confidence_0.129_Length_3718
ENSSHAG00000015276	ENSMODG00000002159	ENSMEUG00000008680	Locus_15624_Transcript_37/41_Confidence_0.070_Length_1772
ENSSHAG00000015277	ENSMODG00000020640	ENSMEUG00000010655	NA
ENSSHAG00000015278	ENSMODG00000018103	ENSMEUG00000010772	Locus_925_Transcript_12/23_Confidence_0.360_Length_1719
ENSSHAG00000015280	ENSMODG00000010546	ENSMEUG00000003504	Locus_5620_Transcript_4/24_Confidence_0.173_Length_4146
ENSSHAG00000015281	ENSMODG00000013522	ENSMEUG00000014715	Locus_9078_Transcript_10/45_Confidence_0.216_Length_3292
ENSSHAG00000015282	ENSMODG00000022865	NA	Locus_29591_Transcript_8/12_Confidence_0.500_Length_2892
ENSSHAG00000015283	ENSMODG00000018019	ENSMEUG00000013540	Locus_11893_Transcript_3/12_Confidence_0.289_Length_5388
ENSSHAG00000015284	NA	ENSMEUG00000003661	Locus_5083_Transcript_5/7_Confidence_0.750_Length_3001
ENSSHAG00000015286	ENSMODG00000016864	ENSMEUG00000012188	Locus_2011_Transcript_15/50_Confidence_0.261_Length_4816
ENSSHAG00000015287	ENSMODG00000010484	ENSMEUG00000005026	Locus_1436_Transcript_2/3_Confidence_0.333_Length_1426
ENSSHAG00000015288	ENSMODG00000011491	ENSMEUG00000010788	Locus_92397_Transcript_1/1_Confidence_0.000_Length_1026
ENSSHAG00000015289	ENSMODG00000019317	ENSMEUG00000004264	Locus_17555_Transcript_3/7_Confidence_0.667_Length_3996
ENSSHAG00000015290	ENSMODG00000011589	ENSMEUG00000003048	Locus_9203_Transcript_2/9_Confidence_0.462_Length_4974
ENSSHAG00000015291	ENSMODG00000007711	ENSMEUG00000000827	Locus_139779_Transcript_1/1_Confidence_0.000_Length_2066
ENSSHAG00000015292	ENSMODG00000012811	ENSMEUG00000004953	Locus_63743_Transcript_5/8_Confidence_0.455_Length_1117
ENSSHAG00000015293	ENSMODG00000016558	ENSMEUG00000005013	Locus_13903_Transcript_8/29_Confidence_0.324_Length_1542
ENSSHAG00000015294	ENSMODG00000010954	ENSMEUG00000007024	NA
ENSSHAG00000015295	ENSMODG00000001157	ENSMEUG00000009530	Locus_1181_Transcript_22/73_Confidence_0.033_Length_4617
ENSSHAG00000015297	ENSMODG00000017651	ENSMEUG00000002712	Locus_18557_Transcript_20/34_Confidence_0.250_Length_9786
ENSSHAG00000015298	ENSMODG00000013686	ENSMEUG00000007399	Locus_3168_Transcript_10/13_Confidence_0.333_Length_2821
ENSSHAG00000015299	ENSMODG00000021416	NA	Locus_1530_Transcript_10/21_Confidence_0.250_Length_3119
ENSSHAG00000015300	ENSMODG00000015297	ENSMEUG00000009096	Locus_46477_Transcript_1/4_Confidence_0.833_Length_2317
ENSSHAG00000015302	ENSMODG00000016086	ENSMEUG00000002325	Locus_18101_Transcript_10/13_Confidence_0.654_Length_5987
ENSSHAG00000015303	ENSMODG00000023287	ENSMEUG00000014880	Locus_1785_Transcript_1/53_Confidence_0.050_Length_2498
ENSSHAG00000015304	ENSMODG00000014851	ENSMEUG00000016384	Locus_1947_Transcript_18/24_Confidence_0.512_Length_2207
ENSSHAG00000015305	ENSMODG00000011641	ENSMEUG00000000818	Locus_6154_Transcript_6/40_Confidence_0.390_Length_9018
ENSSHAG00000015307	ENSMODG00000000294	ENSMEUG00000013807	Locus_32619_Transcript_9/23_Confidence_0.222_Length_6091
ENSSHAG00000015308	ENSMODG00000019355	NA	Locus_5496_Transcript_3/21_Confidence_0.111_Length_5592
ENSSHAG00000015309	ENSMODG00000009287	ENSMEUG00000003332	Locus_19711_Transcript_5/12_Confidence_0.462_Length_2552
ENSSHAG00000015312	ENSMODG00000011483	ENSMEUG00000010775	Locus_22589_Transcript_3/12_Confidence_0.533_Length_1708
ENSSHAG00000015314	ENSMODG00000013535	ENSMEUG00000011117	Locus_17226_Transcript_7/14_Confidence_0.262_Length_1401
ENSSHAG00000015315	ENSMODG00000025642	ENSMEUG00000014906	Locus_5276_Transcript_13/27_Confidence_0.387_Length_2702
ENSSHAG00000015316	ENSMODG00000025567	ENSMEUG00000010184	Locus_71499_Transcript_5/9_Confidence_0.273_Length_1228
ENSSHAG00000015317	ENSMODG00000005437	NA	Locus_43890_Transcript_2/3_Confidence_0.333_Length_1547
ENSSHAG00000015319	ENSMODG00000025382	ENSMEUG00000013823	Locus_21483_Transcript_3/17_Confidence_0.450_Length_1575
ENSSHAG00000015320	ENSMODG00000005085	ENSMEUG00000005595	Locus_17249_Transcript_28/41_Confidence_0.541_Length_4487
ENSSHAG00000015321	ENSMODG00000000925	NA	Locus_7904_Transcript_7/10_Confidence_0.615_Length_13374
ENSSHAG00000015322	ENSMODG00000013288	ENSMEUG00000010600	Locus_1096_Transcript_18/25_Confidence_0.096_Length_5969
ENSSHAG00000015324	ENSMODG00000018896	ENSMEUG00000016147	Locus_35180_Transcript_11/15_Confidence_0.426_Length_4049
ENSSHAG00000015325	ENSMODG00000013104	ENSMEUG00000004451	Locus_28213_Transcript_39/45_Confidence_0.407_Length_2875
ENSSHAG00000015326	ENSMODG00000002983	ENSMEUG00000013944	Locus_442_Transcript_3/19_Confidence_0.565_Length_1995
ENSSHAG00000015327	ENSMODG00000012806	ENSMEUG00000004947	Locus_113835_Transcript_1/7_Confidence_0.400_Length_913
ENSSHAG00000015329	NA	ENSMEUG00000005091	Locus_5602_Transcript_5/27_Confidence_0.301_Length_1414
ENSSHAG00000015330	ENSMODG00000018105	ENSMEUG00000004197	Locus_14883_Transcript_10/17_Confidence_0.230_Length_2543
ENSSHAG00000015331	ENSMODG00000010740	ENSMEUG00000009558	Locus_88_Transcript_12753/16303_Confidence_0.001_Length_3191
ENSSHAG00000015332	ENSMODG00000008276	NA	Locus_19154_Transcript_3/7_Confidence_0.824_Length_6052
ENSSHAG00000015333	ENSMODG00000014314	ENSMEUG00000012605	Locus_11824_Transcript_19/26_Confidence_0.342_Length_3845
ENSSHAG00000015334	ENSMODG00000016420	ENSMEUG00000005418	Locus_9554_Transcript_23/98_Confidence_0.123_Length_11766
ENSSHAG00000015335	ENSMODG00000007436	NA	Locus_1320_Transcript_11/21_Confidence_0.120_Length_7899
ENSSHAG00000015336	ENSMODG00000003143	ENSMEUG00000010678	Locus_7684_Transcript_12/37_Confidence_0.527_Length_5103
ENSSHAG00000015337	ENSMODG00000001208	ENSMEUG00000011346	Locus_7501_Transcript_6/20_Confidence_0.552_Length_4772
ENSSHAG00000015338	ENSMODG00000018420	ENSMEUG00000012720	Locus_71241_Transcript_1/3_Confidence_0.333_Length_4117
ENSSHAG00000015339	ENSMODG00000016697	ENSMEUG00000006691	Locus_6282_Transcript_11/31_Confidence_0.094_Length_5255
ENSSHAG00000015340	ENSMODG00000013530	ENSMEUG00000014726	Locus_5721_Transcript_14/37_Confidence_0.286_Length_3781
ENSSHAG00000015341	ENSMODG00000000354	ENSMEUG00000013584	Locus_128111_Transcript_10/11_Confidence_0.214_Length_2919
ENSSHAG00000015342	ENSMODG00000011774	ENSMEUG00000006527	Locus_5009_Transcript_17/34_Confidence_0.521_Length_7387
ENSSHAG00000015343	ENSMODG00000001201	NA	Locus_50105_Transcript_4/11_Confidence_0.552_Length_2406
ENSSHAG00000015344	ENSMODG00000003084	NA	Locus_3949_Transcript_3/20_Confidence_0.200_Length_3477
ENSSHAG00000015345	ENSMODG00000012802	ENSMEUG00000004934	Locus_13631_Transcript_36/42_Confidence_0.537_Length_2557
ENSSHAG00000015346	ENSMODG00000025516	NA	Locus_22495_Transcript_12/31_Confidence_0.147_Length_3489
ENSSHAG00000015347	ENSMODG00000009536	ENSMEUG00000002512	Locus_1692_Transcript_6/7_Confidence_0.636_Length_5049
ENSSHAG00000015349	ENSMODG00000003507	ENSMEUG00000008171	Locus_3753_Transcript_2/17_Confidence_0.262_Length_2408
ENSSHAG00000015352	ENSMODG00000006826	ENSMEUG00000010681	NA
ENSSHAG00000015353	ENSMODG00000028545	ENSMEUG00000001135	Locus_16451_Transcript_1/5_Confidence_0.057_Length_1903
ENSSHAG00000015354	ENSMODG00000009434	ENSMEUG00000000132	Locus_38962_Transcript_7/12_Confidence_0.775_Length_2799
ENSSHAG00000015355	ENSMODG00000029131	ENSMEUG00000000595	NA
ENSSHAG00000015356	ENSMODG00000009937	NA	Locus_3200_Transcript_24/51_Confidence_0.431_Length_3780
ENSSHAG00000015357	ENSMODG00000003098	ENSMEUG00000012320	Locus_9872_Transcript_5/43_Confidence_0.308_Length_4317
ENSSHAG00000015358	ENSMODG00000018810	NA	Locus_12950_Transcript_4/10_Confidence_0.158_Length_2846
ENSSHAG00000015359	ENSMODG00000015182	NA	Locus_905_Transcript_3/7_Confidence_0.500_Length_3547
ENSSHAG00000015360	ENSMODG00000007382	ENSMEUG00000014241	Locus_23167_Transcript_1/7_Confidence_0.214_Length_6668
ENSSHAG00000015362	ENSMODG00000016391	ENSMEUG00000004751	Locus_4994_Transcript_1/3_Confidence_0.750_Length_4764
ENSSHAG00000015363	ENSMODG00000006666	ENSMEUG00000014502	NA
ENSSHAG00000015364	ENSMODG00000018072	ENSMEUG00000009651	Locus_7310_Transcript_19/26_Confidence_0.276_Length_3060
ENSSHAG00000015365	ENSMODG00000019412	ENSMEUG00000013516	Locus_31895_Transcript_4/4_Confidence_0.071_Length_3060
ENSSHAG00000015366	ENSMODG00000011471	ENSMEUG00000001580	Locus_24699_Transcript_20/27_Confidence_0.619_Length_5343
ENSSHAG00000015367	ENSMODG00000001291	ENSMEUG00000013948	Locus_10589_Transcript_1/2_Confidence_0.667_Length_1698
ENSSHAG00000015368	ENSMODG00000014765	ENSMEUG00000013091	Locus_3716_Transcript_10/15_Confidence_0.033_Length_2081
ENSSHAG00000015369	ENSMODG00000011763	ENSMEUG00000006547	Locus_5009_Transcript_20/34_Confidence_0.458_Length_6638
ENSSHAG00000015370	ENSMODG00000014214	ENSMEUG00000008399	Locus_7220_Transcript_8/54_Confidence_0.072_Length_5055
ENSSHAG00000015371	ENSMODG00000001274	ENSMEUG00000011377	Locus_3247_Transcript_13/41_Confidence_0.042_Length_1601
ENSSHAG00000015372	ENSMODG00000008757	ENSMEUG00000010371	NA
ENSSHAG00000015373	ENSMODG00000019564	ENSMEUG00000008878	Locus_12874_Transcript_35/81_Confidence_0.110_Length_5953
ENSSHAG00000015374	ENSMODG00000014496	ENSMEUG00000004171	Locus_128566_Transcript_1/2_Confidence_0.667_Length_959
ENSSHAG00000015375	ENSMODG00000009055	ENSMEUG00000015516	Locus_88_Transcript_3033/16303_Confidence_0.000_Length_2485
ENSSHAG00000015376	ENSMODG00000012475	ENSMEUG00000013562	NA
