gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000015537	1	extracellular leucine-rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]	1	0
ENSSHAG00000015824	2	RCD1 required for cell differentiation1 homolog (S. pombe) [Source:HGNC Symbol;Acc:HGNC:10445]	1	1
ENSSHAG00000015827	1	NIMA-related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]	1	0
ENSSHAG00000016921	1	coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:HGNC:33629]	0	1
ENSSHAG00000015792	1	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:HGNC:8537]	0	1
ENSSHAG00000010558	2	negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613]	1	1
ENSSHAG00000010556	1	selectin E [Source:HGNC Symbol;Acc:HGNC:10718]	1	0
ENSSHAG00000010799	2	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) [Source:HGNC Symbol;Acc:HGNC:9440]	1	1
ENSSHAG00000004688	1	potassium channel, subfamily T, member 1 [Source:HGNC Symbol;Acc:HGNC:18865]	1	0
ENSSHAG00000018780	1	histone cluster 1, H4i [Source:HGNC Symbol;Acc:HGNC:4793]	1	0
ENSSHAG00000010792	1	RAD50 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:9816]	0	1
ENSSHAG00000010793	1	spermatogenesis associated 24 [Source:HGNC Symbol;Acc:HGNC:27322]	1	0
ENSSHAG00000004687	1	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:HGNC:29076]	0	1
ENSSHAG00000010797	1	ADAM metallopeptidase with thrombospondin type 1 motif, 15 [Source:HGNC Symbol;Acc:HGNC:16305]	1	0
ENSSHAG00000010533	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WA40]	0	1
ENSSHAG00000004590	2	SET domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29187]	1	1
ENSSHAG00000015531	1	ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381]	0	1
ENSSHAG00000004207	1	origin recognition complex, subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]	0	1
ENSSHAG00000015221	1	chromobox homolog 7 [Source:HGNC Symbol;Acc:HGNC:1557]	0	1
ENSSHAG00000011029	1	transmembrane protein, adipocyte asscociated 1 [Source:HGNC Symbol;Acc:HGNC:30413]	1	0
ENSSHAG00000008219	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W245]	1	0
ENSSHAG00000008214	2	transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]	1	1
ENSSHAG00000009318	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W5V4]	0	1
ENSSHAG00000011026	2	phosphatidylinositol glycan anchor biosynthesis, class X [Source:HGNC Symbol;Acc:HGNC:26046]	1	1
ENSSHAG00000005370	1	RanBP-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:HGNC:15864]	1	0
ENSSHAG00000005371	1		1	0
ENSSHAG00000008212	2	RPGRIP1-like [Source:HGNC Symbol;Acc:HGNC:29168]	1	1
ENSSHAG00000005086	1	leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430]	1	0
ENSSHAG00000009078	1	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	1	0
ENSSHAG00000002754	1	junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]	0	1
ENSSHAG00000002751	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VIU9]	1	0
ENSSHAG00000005089	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VRM7]	0	1
ENSSHAG00000013975	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLW9]	1	0
ENSSHAG00000013974	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLW8]	1	0
ENSSHAG00000004978	2	Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193]	1	1
ENSSHAG00000005029	1	centrosomal protein 57kDa-like 1 [Source:HGNC Symbol;Acc:HGNC:21561]	0	1
ENSSHAG00000004975	1	chromosome 9 open reading frame 9 [Source:HGNC Symbol;Acc:HGNC:1367]	0	1
ENSSHAG00000018561	1	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]	0	1
ENSSHAG00000005976	1	mevalonate (diphospho) decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]	1	0
ENSSHAG00000015006	1	phenylalanyl-tRNA synthetase, alpha subunit [Source:HGNC Symbol;Acc:HGNC:3592]	1	0
ENSSHAG00000018565	1	polymerase (RNA) III (DNA directed) polypeptide C (62kD) [Source:HGNC Symbol;Acc:HGNC:30076]	1	0
ENSSHAG00000018145	2	bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]	1	1
ENSSHAG00000015316	2	chromosome 11 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25061]	1	1
ENSSHAG00000015313	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WRI1]	1	0
ENSSHAG00000015312	1	deoxyribonuclease II, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]	1	0
ENSSHAG00000015311	1	SIX homeobox 6 [Source:HGNC Symbol;Acc:HGNC:10892]	1	0
ENSSHAG00000014805	1	actin related protein 2/3 complex, subunit 3, 21kDa [Source:HGNC Symbol;Acc:HGNC:706]	0	1
ENSSHAG00000004373	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VP92]	1	1
ENSSHAG00000015318	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WRI7]	1	0
ENSSHAG00000011152	1	KIAA1107 [Source:HGNC Symbol;Acc:HGNC:29192]	1	0
ENSSHAG00000011155	1		1	0
ENSSHAG00000002328	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHH9]	1	1
ENSSHAG00000011157	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WC89]	0	1
ENSSHAG00000009270	1	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]	1	0
ENSSHAG00000008790	1	prostaglandin D2 synthase 21kDa (brain) [Source:HGNC Symbol;Acc:HGNC:9592]	0	1
ENSSHAG00000010172	1	F-box protein 45 [Source:HGNC Symbol;Acc:HGNC:29148]	1	0
ENSSHAG00000010174	2	DnaJ (Hsp40) homolog, subfamily B, member 11 [Source:HGNC Symbol;Acc:HGNC:14889]	1	1
ENSSHAG00000018368	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X1Y6]	0	1
ENSSHAG00000005888	1	nuclear transcription factor Y, beta [Source:HGNC Symbol;Acc:HGNC:7805]	0	1
ENSSHAG00000010178	1	FK506 binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3723]	0	1
ENSSHAG00000003931	1	lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709]	1	0
ENSSHAG00000005884	2	zinc finger protein 420 [Source:HGNC Symbol;Acc:HGNC:20649]	1	1
ENSSHAG00000005882	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VUB2]	1	1
ENSSHAG00000018360	1	DENN/MADD domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]	0	1
ENSSHAG00000011550	1	leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477]	0	1
ENSSHAG00000009572	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W6R5]	1	1
ENSSHAG00000005150	2		1	1
ENSSHAG00000017298	1	KIAA1429 [Source:HGNC Symbol;Acc:HGNC:24500]	0	1
ENSSHAG00000002687	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VIM4]	0	1
ENSSHAG00000005158	1	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]	1	0
ENSSHAG00000002682	1	CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]	1	0
ENSSHAG00000010771	2	transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]	1	1
ENSSHAG00000010775	1	vacuolar protein sorting 33 homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:12712]	1	0
ENSSHAG00000005791	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VU00]	1	1
ENSSHAG00000004109	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VNC5]	0	1
ENSSHAG00000011546	1	adaptor-related protein complex 4, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:574]	0	1
ENSSHAG00000018210	1	Serum amyloid A protein  [Source:UniProtKB/TrEMBL;Acc:G3X1D8]	0	1
ENSSHAG00000007830	1	inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]	1	0
ENSSHAG00000010019	1	WD repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:28786]	1	0
ENSSHAG00000018216	2	phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]	1	1
ENSSHAG00000011548	2	potassium voltage-gated channel, shaker-related subfamily, member 5 [Source:HGNC Symbol;Acc:HGNC:6224]	1	1
ENSSHAG00000007805	1	3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]	1	0
ENSSHAG00000017598	2	family with sequence similarity 180, member B [Source:HGNC Symbol;Acc:HGNC:34451]	1	1
ENSSHAG00000014934	1	Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979]	0	1
ENSSHAG00000018802	1	TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25187]	0	1
ENSSHAG00000009092	1	coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359]	1	0
ENSSHAG00000006058	1	cell death-inducing DFFA-like effector b [Source:HGNC Symbol;Acc:HGNC:1977]	1	0
ENSSHAG00000011781	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WEC0]	0	1
ENSSHAG00000011783	1	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]	1	0
ENSSHAG00000011785	1	zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]	1	0
ENSSHAG00000003807	2	olfactory receptor, family 10, subfamily A, member 4 [Source:HGNC Symbol;Acc:HGNC:15130]	1	1
ENSSHAG00000003801	2	serglycin [Source:HGNC Symbol;Acc:HGNC:9361]	1	1
ENSSHAG00000011839	1	interleukin 4 [Source:HGNC Symbol;Acc:HGNC:6014]	0	1
ENSSHAG00000010302	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W9A7]	1	1
ENSSHAG00000010301	1	lysine (K)-specific demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840]	0	1
ENSSHAG00000017460	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WYT3]	0	1
ENSSHAG00000017464	2	ALG6, alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]	1	1
ENSSHAG00000003247	1	matrix metallopeptidase 16 (membrane-inserted) [Source:HGNC Symbol;Acc:HGNC:7162]	0	1
ENSSHAG00000009899	1	neural proliferation, differentiation and control, 1 [Source:HGNC Symbol;Acc:HGNC:7899]	0	1
ENSSHAG00000003334	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKT3]	1	0
ENSSHAG00000008340	1	zinc finger and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16740]	1	0
ENSSHAG00000003330	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKS7]	0	1
ENSSHAG00000014460	1	myosin, heavy chain 15 [Source:HGNC Symbol;Acc:HGNC:31073]	1	0
ENSSHAG00000002227	2	cutA divalent cation tolerance homolog (E. coli) [Source:HGNC Symbol;Acc:HGNC:21101]	1	1
ENSSHAG00000011947	1	epoxide hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:23758]	1	0
ENSSHAG00000014465	1	tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]	1	0
ENSSHAG00000006233	1	suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:HGNC:26709]	1	0
ENSSHAG00000006234	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVH0]	1	0
ENSSHAG00000006237	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVH4]	1	0
ENSSHAG00000014660	1	PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]	1	0
ENSSHAG00000007633	1	non imprinted in Prader-Willi/Angelman syndrome 1 [Source:HGNC Symbol;Acc:HGNC:17043]	0	1
ENSSHAG00000017795	1	solute carrier family 31 (copper transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11017]	1	0
ENSSHAG00000007494	1	nicalin [Source:HGNC Symbol;Acc:HGNC:26923]	1	0
ENSSHAG00000016837	1	CKLF-like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]	0	1
ENSSHAG00000007499	1	heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:5241]	0	1
ENSSHAG00000011938	1	zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:13089]	0	1
ENSSHAG00000014684	2	calpain 8 [Source:HGNC Symbol;Acc:HGNC:1485]	1	1
ENSSHAG00000008694	1	activation-induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203]	0	1
ENSSHAG00000003791	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VMA0]	1	1
ENSSHAG00000006302	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVP7]	1	1
ENSSHAG00000010946	1	DnaJ (Hsp40) homolog, subfamily C, member 18 [Source:HGNC Symbol;Acc:HGNC:28429]	1	0
ENSSHAG00000017261	1	nephroblastoma overexpressed [Source:HGNC Symbol;Acc:HGNC:7885]	1	0
ENSSHAG00000012847	1	regulator of G-protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	1	0
ENSSHAG00000017263	2	regulator of G-protein signaling 3 [Source:HGNC Symbol;Acc:HGNC:9999]	1	1
ENSSHAG00000010942	2	GLTSCR1-like [Source:HGNC Symbol;Acc:HGNC:21111]	1	1
ENSSHAG00000007129	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VYH3]	1	1
ENSSHAG00000010949	1	chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565]	1	0
ENSSHAG00000013096	1	DnaJ (Hsp40) homolog, subfamily C, member 3 [Source:HGNC Symbol;Acc:HGNC:9439]	0	1
ENSSHAG00000013095	1		1	0
ENSSHAG00000013192	2	dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]	1	1
ENSSHAG00000003468	1	inositol(myo)-1(or 4)-monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]	0	1
ENSSHAG00000011588	1	Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]	0	1
ENSSHAG00000009676	2	proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]	1	1
ENSSHAG00000009670	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W734]	0	1
ENSSHAG00000007303	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VZ21]	1	1
ENSSHAG00000007540	1	serologically defined colon cancer antigen 3 [Source:HGNC Symbol;Acc:HGNC:10667]	0	1
ENSSHAG00000014842	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WPW3]	0	1
ENSSHAG00000017648	1	myosin VA (heavy chain 12, myoxin) [Source:HGNC Symbol;Acc:HGNC:7602]	1	0
ENSSHAG00000014844	1	solute carrier family 26 (anion exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:10993]	0	1
ENSSHAG00000014845	1	Inosine-5'-monophosphate dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:G3WPW6]	1	0
ENSSHAG00000014515	1	interleukin 2 receptor, beta [Source:HGNC Symbol;Acc:HGNC:6009]	1	0
ENSSHAG00000017311	1	integrin, alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]	0	1
ENSSHAG00000007548	1	glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:HGNC Symbol;Acc:HGNC:18062]	0	1
ENSSHAG00000017313	2	EF-hand calcium binding domain 7 [Source:HGNC Symbol;Acc:HGNC:29379]	1	1
ENSSHAG00000014519	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNS7]	0	1
ENSSHAG00000017863	1		0	1
ENSSHAG00000006323	1	transforming growth factor, beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	0	1
ENSSHAG00000013300	1	PRKC, apoptosis, WT1, regulator [Source:HGNC Symbol;Acc:HGNC:8614]	0	1
ENSSHAG00000016221	2	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	1	1
ENSSHAG00000014179	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WML5]	1	1
ENSSHAG00000008071	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W1M5]	1	0
ENSSHAG00000008078	1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:8979]	1	0
ENSSHAG00000000262	1	toll-interleukin 1 receptor (TIR) domain containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:17192]	0	1
ENSSHAG00000018894	1	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]	0	1
ENSSHAG00000015238	1	calpain 2, (m/II) large subunit [Source:HGNC Symbol;Acc:HGNC:1479]	1	0
ENSSHAG00000013522	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WKB5]	0	1
ENSSHAG00000014176	1	chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:25142]	1	0
ENSSHAG00000012234	1	zinc finger protein 232 [Source:HGNC Symbol;Acc:HGNC:13026]	0	1
ENSSHAG00000016684	1	RAB11 family interacting protein 1 (class I) [Source:HGNC Symbol;Acc:HGNC:30265]	0	1
ENSSHAG00000001407	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VEH7]	0	1
ENSSHAG00000016686	1	SRY (sex determining region Y)-box 18 [Source:HGNC Symbol;Acc:HGNC:11194]	1	0
ENSSHAG00000016681	1	KIAA0319-like [Source:HGNC Symbol;Acc:HGNC:30071]	1	0
ENSSHAG00000016683	1	glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326]	0	1
ENSSHAG00000003957	1	chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]	0	1
ENSSHAG00000008670	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W3L9]	1	0
ENSSHAG00000012140	2	kinesin light chain 4 [Source:HGNC Symbol;Acc:HGNC:21624]	1	1
ENSSHAG00000008678	1	Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]	1	0
ENSSHAG00000011304	1	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]	0	1
ENSSHAG00000008116	2	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:HGNC:24864]	1	1
ENSSHAG00000011307	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCR9]	0	1
ENSSHAG00000001222	1	mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532]	0	1
ENSSHAG00000011303	1	potassium channel, subfamily U, member 1 [Source:HGNC Symbol;Acc:HGNC:18867]	1	0
ENSSHAG00000013639	1	CCR4-NOT transcription complex, subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]	0	1
ENSSHAG00000003925	1	chemokine (C-X-C motif) ligand 9 [Source:HGNC Symbol;Acc:HGNC:7098]	0	1
ENSSHAG00000012325	1	biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:HGNC Symbol;Acc:HGNC:18561]	0	1
ENSSHAG00000015817	1	zinc finger and SCAN domain containing 32 [Source:HGNC Symbol;Acc:HGNC:20812]	1	0
ENSSHAG00000016915	1	shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]	1	0
ENSSHAG00000016916	1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]	0	1
ENSSHAG00000016917	1	chromosome 1 open reading frame 186 [Source:HGNC Symbol;Acc:HGNC:25341]	1	0
ENSSHAG00000005366	1	ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:HGNC:804]	1	0
ENSSHAG00000008205	1	membrane-spanning 4-domains, subfamily A, member 8 [Source:HGNC Symbol;Acc:HGNC:13380]	1	0
ENSSHAG00000001928	1	K(lysine) acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275]	1	0
ENSSHAG00000010541	1	titin [Source:HGNC Symbol;Acc:HGNC:12403]	0	1
ENSSHAG00000010545	1	family with sequence similarity 57, member B [Source:HGNC Symbol;Acc:HGNC:25295]	0	1
ENSSHAG00000017821	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X011]	1	1
ENSSHAG00000018770	1		1	0
ENSSHAG00000010783	2	solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:95]	1	1
ENSSHAG00000018775	1	tumor necrosis factor (ligand) superfamily, member 4 [Source:HGNC Symbol;Acc:HGNC:11934]	1	0
ENSSHAG00000015497	1	chromosome 1 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:24299]	1	0
ENSSHAG00000004562	2	GH3 domain containing [Source:HGNC Symbol;Acc:HGNC:24438]	1	1
ENSSHAG00000012211	1	poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:HGNC:17664]	1	0
ENSSHAG00000004565	1	KIAA1109 [Source:HGNC Symbol;Acc:HGNC:26953]	1	0
ENSSHAG00000004768	2	olfactory receptor, family 4, subfamily P, member 4 [Source:HGNC Symbol;Acc:HGNC:15180]	1	1
ENSSHAG00000001921	1	Ras association (RalGDS/AF-6) domain family member 3 [Source:HGNC Symbol;Acc:HGNC:14271]	0	1
ENSSHAG00000009305	1	peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]	0	1
ENSSHAG00000006838	1	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]	0	1
ENSSHAG00000007290	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VZ07]	0	1
ENSSHAG00000004760	1	family with sequence similarity 124B [Source:HGNC Symbol;Acc:HGNC:26224]	0	1
ENSSHAG00000006835	1	RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:HGNC:9906]	1	0
ENSSHAG00000016261	1	secretory carrier membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:30386]	0	1
ENSSHAG00000013346	1	methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]	1	0
ENSSHAG00000010429	1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]	0	1
ENSSHAG00000004787	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQM4]	0	1
ENSSHAG00000005960	2	leucine-rich repeat LGI family, member 4 [Source:HGNC Symbol;Acc:HGNC:18712]	1	1
ENSSHAG00000013942	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLS9]	1	0
ENSSHAG00000005965	1	cytochrome c-1 [Source:HGNC Symbol;Acc:HGNC:2579]	1	0
ENSSHAG00000015671	1	phosducin [Source:HGNC Symbol;Acc:HGNC:8759]	1	0
ENSSHAG00000018175	1	pannexin 1 [Source:HGNC Symbol;Acc:HGNC:8599]	0	1
ENSSHAG00000015953	1	olfactory receptor, family 52, subfamily E, member 5 [Source:HGNC Symbol;Acc:HGNC:15214]	0	1
ENSSHAG00000010718	2	WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502]	1	1
ENSSHAG00000005567	1	cell death-inducing DFFA-like effector a [Source:HGNC Symbol;Acc:HGNC:1976]	0	1
ENSSHAG00000006941	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXU6]	0	1
ENSSHAG00000008840	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W480]	0	1
ENSSHAG00000009246	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W5L7]	1	0
ENSSHAG00000008848	2	UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]	1	1
ENSSHAG00000010163	1	TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]	0	1
ENSSHAG00000018195	1	transcription termination factor, RNA polymerase II [Source:HGNC Symbol;Acc:HGNC:12398]	0	1
ENSSHAG00000005897	1	solute carrier family 35, member G2 [Source:HGNC Symbol;Acc:HGNC:28480]	0	1
ENSSHAG00000016104	1	methylcrotonoyl-CoA carboxylase 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:6936]	0	1
ENSSHAG00000005893	1	ubinuclein 1 [Source:HGNC Symbol;Acc:HGNC:12506]	1	0
ENSSHAG00000003920	1	zinc finger, CCHC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16230]	1	0
ENSSHAG00000018350	1	GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]	1	0
ENSSHAG00000018351	1	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]	0	1
ENSSHAG00000018421	1	Fas ligand (TNF superfamily, member 6) [Source:HGNC Symbol;Acc:HGNC:11936]	0	1
ENSSHAG00000018358	1	internexin neuronal intermediate filament protein, alpha [Source:HGNC Symbol;Acc:HGNC:6057]	0	1
ENSSHAG00000004945	1	deoxythymidylate kinase (thymidylate kinase) [Source:HGNC Symbol;Acc:HGNC:3061]	1	0
ENSSHAG00000004946	1	glutamate-cysteine ligase, modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]	1	0
ENSSHAG00000004949	1	RASD family, member 2 [Source:HGNC Symbol;Acc:HGNC:18229]	1	0
ENSSHAG00000010761	1	protein phosphatase 4, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]	0	1
ENSSHAG00000005788	1	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	0	1
ENSSHAG00000010763	1	proline-rich basic protein 1 [Source:HGNC Symbol;Acc:HGNC:41906]	1	0
ENSSHAG00000011950	1	cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]	0	1
ENSSHAG00000010769	1	heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227]	1	0
ENSSHAG00000010768	1	minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]	1	0
ENSSHAG00000005783	1	spermatogenesis associated 5-like 1 [Source:HGNC Symbol;Acc:HGNC:28762]	1	0
ENSSHAG00000005782	1	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]	0	1
ENSSHAG00000005785	1	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]	1	0
ENSSHAG00000013890	1	TNF receptor-associated factor 6, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:12036]	1	0
ENSSHAG00000018221	1	calcium homeostasis modulator 1 [Source:HGNC Symbol;Acc:HGNC:23494]	0	1
ENSSHAG00000011552	1		1	0
